year,title,lb_rating,tmdb_rating,genres,runtime_min,budget,revenue,original_language,production_companies,imdb_id,tmdb_id,original_title,tmdb_popularity,vote_count,release_date,overview,production_countries,status,tagline
1967,Bed Dance,None,1.0,,66,0,0,ja,"World Film Company, Ltd.",tt0211232,143400,ベッドダンス,1.626,2,1967-01-01,"The husband of a young wife discovers she has a promiscuous background as a bar hostess. Feeling that his honor has been slighted, he refuses to have intimate relations with her. The woman flees her old-fashioned husband for solace in the arms of a former lover.",Japan,Released,
1967,Dragon Inn,4.01,7.326,"Action, Adventure",111,0,0,zh,Union Film Company,tt0060635,104237,龍門客棧,1.576,135,1967-10-21,"China, year 1457. The Minister of Defense is executed, and his children are sentenced to exile by order of the tyrannical Tsao. Fearful of future revenge from the young people, Tsao sends cruel soldiers to murder them, but a brave group of swordsmen can change the course of the battle at the Dragon Inn.","Hong Kong, Taiwan",Released,
1967,Son of Godzilla,2.68,6.439,"Adventure, Family, Science Fiction",86,0,2399280,ja,"TOHO, Tokyo Laboratory",tt0061856,18627,怪獣島の決戦 ゴジラの息子,1.4968,237,1967-12-16,Reporter Goro Maki stumbles upon scientists conducting weather experiments on Sollgel Island in the South Seas. He discovers the island is inhabited by giant mantis and a woman named Saeko who's been cast away since the death of her father. The pair soon find a helpless infant monster that Godzilla must adopt and learn to raise as one of his own.,Japan,Released,A great duel against a new monster by a parent-child combination!
1967,Samurai Rebellion,4.29,8.2,"Drama, History, Action",121,0,0,ja,"TOHO, Mifune Productions",tt0061847,27031,上意討ち 拝領妻始末,1.3235,259,1967-05-27,"The mother of a feudal lord's only heir is kidnapped away from her husband by the lord. The husband and his samurai father must decide whether to accept the unjust decision, or risk death to get her back.",Japan,Released,"In the end, we had no choice but to have it this way. We just took a roundabout path."
1967,King Kong Escapes,2.94,6.2,"Action, Fantasy, Horror, Science Fiction",104,0,2800000,ja,"TOHO, Rankin/Bass Productions, Tokyo Laboratory",tt0061868,39276,キングコングの逆襲,1.1243,107,1967-07-22,"An adaptation of the Rankin/Bass cartoon, ""The King Kong Show"". King Kong is brought in by the evil Dr. Who to dig for Element X in a mine when the robot Mechani-Kong is unable to do the task. This leads to the machine and the real Kong engaging in a tremendous battle atop Tokyo Tower.","Japan, United States of America",Released,"The electronic monster Mechani-Kong boldly challenges the ruler of the South Seas, King Kong!!"
1967,The Cave of the Silken Web,3.38,5.6,"Fantasy, Adventure, Action, Music",82,0,0,zh,Shaw Brothers,tt0405250,104594,盤絲洞,1.0257,9,1967-08-21,"Monkey King, Pig and Friar Sand must rescue his master Buddhist monk from seven witches / spiders who believe themselves to be immortal if they eat the monk's flesh. The third part of the Shaw Brothers film series about Monkey King after the novel ""Journey to the West.""",Hong Kong,Released,
1967,"Gappa, the Triphibian Monster",2.59,5.615,"Horror, Science Fiction, Action",84,0,0,ja,"Nikkatsu Corporation, Manson International, Far East Laboratory",tt0061550,2097,大巨獣ガッパ,1.0096,48,1967-04-22,"An expedition in the South Pacific lands on a tropical island where the natives worship the mysterious deity Gappa. An earthquake opens up an underground cavern and a baby reptile is discovered inside. The natives warn the foreigners to leave the hatching alone, but they don't listen and take it back to a zoo in Japan. Soon after, moma and papa Gappa start smashing Tokyo looking for their kidnapped child.",Japan,Released,Vast! Hideous! Invincible!
1967,Japan's Longest Day,3.76,7.2,"Drama, History, War",157,0,0,ja,TOHO,tt0062041,47370,日本のいちばん長い日,1.0017,29,1967-08-03,"Following the detonation of the atomic bombs on Hiroshima and Nagasaki, the Japanese military and the government clash over the demand from the Allies for unconditional surrender. Minister of the Army Anami leads the military officers who propose to fight on, even to the death of every Japanese citizen. Emperor Hirohito, however, joins with his ministers in asking the unthinkable, the peaceful surrender of Japan. When the military plots a coup to overthrow the Emperor's civilian government, Anami must face the choice between his desires and loyalty to his Emperor.",Japan,Released,The dramatic true story of the end of WWII.
1967,The One-Armed Swordsman,3.7,6.855,"Action, Drama",111,0,0,zh,Shaw Brothers,tt0061597,54178,獨臂刀,0.9709,107,1967-07-26,"A noble swordsman, whose arm had been chopped off, returns to his former teacher to defend him from a villainous gang of rival swordsmen.",Hong Kong,Released,
1968,Shogun's Joy of Torture,3.27,5.608,"Horror, Drama",96,0,0,ja,Toei Company,tt0059816,99099,徳川女刑罰史,3.9283,37,1968-09-28,"A young magistrate recalls three tales of heinous crimes committed by women, and the brutal punishments that ensued.",Japan,Released,
1968,Koroshi,None,0.0,"Thriller, Action, TV Movie",104,0,0,ja,ITC Entertainment,tt0060605,421487,Koroshi,2.7325,0,1968-11-28,Secret agent John Drake (aka Danger Man) goes to Japan to infiltrate a secret society that specialises in murder.,"United Kingdom, Japan",Released,
1968,When the Clouds Roll by,3.46,5.5,Drama,96,0,0,zh,Shaw Brothers,tt0205588,177396,雲泥,1.465,2,1968-11-22,"Susu (Ching Li) is an emotionally troubled young woman still tortured by the loss of boyfriend in a plane crash. Things change when she meets the dashing Yifei (Yang Fang), a handsome intern who strives to heal Susu of her emotional scars.",Hong Kong,Released,
1968,Destroy All Monsters,3.27,6.9,"Science Fiction, Action",89,0,1568760,ja,"TOHO, Tokyo Laboratory",tt0063172,3107,怪獣総進撃,1.3457,270,1968-08-01,"At the turn of the century, all of the Earth's monsters have been rounded up and kept safely on Monsterland. Chaos erupts when a race of she-aliens known as the Kilaaks unleash the monsters across the world.",Japan,Released,"The mysterious Kilaaks appear! Shaking the universe, the great battle of 11 monsters!"
1968,Horus: Prince of the Sun,3.34,6.3,"Adventure, Drama, Animation, Fantasy",82,0,0,ja,Toei Animation,tt0063668,52686,太陽の王子ホルスの大冒険,1.2209,104,1968-07-24,"Young Horus lives in a mythical Scandinavia of the Iron Age. Recovering the stolen Sword of the Sun from a rock giant, he learns he must travel to the lands of his ancestors, encountering the beautiful but enigmatic Hilda as his journey leads to a series of adventures.",Japan,Released,
1968,Genesis,None,4.8,"Comedy, Animation",4,0,0,ja,Mushi Production,tt2131639,85803,創世記,1.1464,10,1968-10-01,The creation of Earth and Mankind. And how God changed his mind.,Japan,Released,
1968,The Snow Woman,3.83,6.9,"Horror, Fantasy, Romance",79,0,0,ja,Daiei Film,tt0063171,57875,怪談雪女郎,1.1261,27,1968-04-20,Two sculptors spend the night in a mountain lodge after being caught in a snowstorm. A female spirit appears and takes the life of one of the men. She spares the other man's life on the condition that he never tell anyone what happened that night.,Japan,Released,The tale of Yuki-onna.
1968,Golden Swallow,3.61,6.3,"Action, Adventure, Romance",104,0,0,zh,Shaw Brothers,tt0063105,32388,金燕子,1.0886,41,1968-04-03,"Golden Swallow revolves around the further adventures of its title character. This time around, she is forced into violence when a figure from her mysterious past goes on a killing rampage while leaving evidence that holds her responsible. Golden Swallow also makes room for a love triangle involving a mad, but righteous, swordsman named Silver Roc and a gentle warrior named Golden Whip. The three team up to conquer the evil forces of the martial world, but their joint venture only lasts so long, due to the two men's egos. Ultimately, a duel to the death is planned between them, leaving Golden Swallow caught between two men, both of whom she admires.",Hong Kong,Released,Mistress of Kung Fu and the Martial Arts!
1968,Profound Desires of the Gods,4.0,7.336,Drama,173,0,0,ja,Nikkatsu Corporation,tt0063173,50696,神々の深き欲望,1.0183,67,1968-11-22,"Tokyo engineer Kariya arrives on a primitive tropical island, where he interacts with the Futori clan, to drill a well to power a sugar mill.",Japan,Released,
1968,Gamera vs. Viras,2.56,5.676,"Adventure, Action, Science Fiction, Family",81,56000,0,ja,Daiei Film,tt0063000,34131,ガメラ対宇宙怪獣バイラス,0.8452,88,1968-03-20,"As alien invaders plot to conquer the Earth, two Boy Scouts steal a mini-submarine and discover Gamera in their midst. Transported to the alien's spaceship, the Scouts are menaced by the evil inhabitants, including Viras, a squid-like monster that grows to colossal size to battle Gamera.",Japan,Released,Civilization is in chaos...
1969,Love and Crime,3.34,6.9,"Crime, Drama, Horror, Thriller",92,0,0,ja,Toei Company,tt0142652,108747,明治・大正・昭和　猟奇女犯罪史,2.8532,9,1969-08-27,"A series of short stories about bizarre crimes committed by females in the Meiji, Taisho, and Showa Eras. Discover 4 famous Japanese murderers: Takahashi Oden, the last woman beheaded in Japan, Sada Abe, a crazy lover, Kunihiko Kodaira, a rapist-killer and finally, the Toyokaku case, a woman who did everything to own a hotel.",Japan,Released,
1969,The Little Warrior,None,0.0,Action,80,0,0,zh,,tt0205546,482049,小武士,1.6422,0,1969-03-10,"The legendary swords-girl Little White Dragon, helps protect a crown prince on his journey to a far off temple where he is to be blessed before becoming a Prince. His evil relatives lay traps and send fighters to try and assassinate him.Luckily, the young prince is rescued by the Little Warrior, who is known as: The White Dragon. White Dragon fights off the assassins and delivers the prince safely to the monastery.",Hong Kong,Released,
1969,Killers Five,None,7.2,Action,81,0,0,zh,Shaw Brothers,tt0192107,48298,豪俠傳,1.6022,9,1969-02-14,"A group of evil bandits are terrorizing the land from their invincible mountain castle. The high commanding official decides to put a stop to this and commands one of his officers to gather a group of Kung Fu masters to put an end to the terror. But everything is not that simple and straight-forward, as we quite soon learn when the plot thickens.",Hong Kong,Released,
1969,All Monsters Attack,2.14,5.1,"Fantasy, Science Fiction, Family",70,0,2399280,ja,"TOHO, Tokyo Laboratory",tt0064373,39462,ゴジラ・ミニラ・ガバラ オール怪獣大進撃,1.4045,206,1969-12-20,"Ichiro Miki is a child living in the industrial district of Kawasaki, where his parents' constant struggle to make ends meet often leaves the schoolboy alone. Constantly teased by a bully nicknamed Gabara, his only friends are toy consultant Shinpei and fellow classmate Sachiko. Ichiro turns to escapist dreams of Monster Island where he befriends the equally bullied Minilla.",Japan,Released,"A Godzilla father-son crisis: the furious new monster Gabara appears, taking aim at the throne of Monster Island!"
1969,The Three Smiles,None,7.0,"Comedy, Romance, Music",111,0,0,zh,Shaw Brothers,tt0194332,259177,三笑,1.2117,2,1969-09-23,"The film tells the story of Tang Bohu, a famous scholar who spends most of his time wandering around the countryside.",Hong Kong,Released,
1969,Inferno of Torture,3.17,5.625,"Drama, Horror",95,0,0,ja,Toei Company,tt0142920,76755,徳川いれずみ師：責め地獄,1.1508,28,1969-05-02,"Japan nineteenth century. High demand for tattooed geisha generates an entire industry for their ""production"". Europeans pay more for tattooed beauties. Against this background, and considering the gorgeous tattooed women develop the history of confrontation between two highly skilled masters of tattoo.",Japan,Released,
1969,The Wonderful World of Puss 'n Boots,3.52,7.0,"Family, Action, Adventure, Comedy, Animation",80,0,0,ja,Toei Animation,tt0064714,58704,長靴をはいた猫,1.0807,33,1969-03-18,"His goal is to help the weak and defenseless, but his saving a mouse makes him the most wanted in all the land. On the run from incessant, dim-witted mice, Perro befriends a young miller's boy, Pierre; together, they decide to seek fame and fortune. When they cross paths with the lovely Princess Rosa, Perro determines to get Pierre hitched to Her Royal Highness.",Japan,Released,
1969,The Snake Woman,2.84,0.0,"Horror, Fantasy",100,0,0,ko,Shin Films,tt0389353,321719,사녀,1.0381,0,1969-02-16,"An aged snake turns to a beautiful woman after the devil's order, and tempts a young Buddhist monk. The two marries, and gives birth to a son. The snake tries to kill her husband to obey the devil's order, but she can't because of the love she built with the man. The devil turns the snake into a stone. But with the help of a Buddha, she turns back to a human, living happily after with the monk.",South Korea,Released,
1969,Horrors of Malformed Men,3.48,5.583,"Horror, Mystery",99,0,0,ja,Toei Company,tt0142257,39986,江戸川乱歩全集　恐怖奇形人間,0.9561,60,1969-10-31,"After escaping from an insane asylum, a medical student assumes the identity of a mysterious dead man, who appears to be his doppelganger, and gets lured to a sinister island ruled by a mad scientist and his malformed men.",Japan,Released,Banned for decades! The most notorious Japanese horror film ever made!
1969,Yonaki Hada,None,0.0,,89,0,0,ja,,,233533,夜泣き肌,0.9416,0,1969-01-01,Pinku from 1969.,Japan,Released,
1970,Son of the Swordsman,None,0.0,"Action, Adventure",95,0,0,zh,,tt1265108,407357,劍王子,3.6515,0,1970-01-09,"When Master Leung tries to rob Wong I-Hsia of a precious cargo he must protect, Wong I-Hsia fights him off with the iron palm and makes his escape. Too old and weak to continue his mission, Wong I-Hsia entrusts the cargo to his eldest son Wan Fu, who wastes no time in proving his fighting skills as he slays 50 of Master Leung's men fighting off a forest ambush.",Taiwan,Released,
1970,Attack No. 1 - Tear Rotation Receive,None,4.7,"Animation, Drama",60,0,0,ja,,tt0065433,667820,アタックNo.1 涙の回転レシーブ,2.9828,3,1970-08-01,"The four heavenly kings of Hamaki have joined the Fujimi Gakuen Valley Club, which aims to be the best in Japan. However, one of the four heavenly kings, Yuri, hurts her wrist and becomes unable to play volleyball. Yuri, who once became a spy at another school due to discoloration, decides to throw her best in the track and field club with the encouragement of Kozue and others. And finally the national tournament. Fujimi Gakuen, which continues to win daringly, has finally reached the final match with Fukuoka Junior High School, where the master of rotating receive, Kakinouchi, is present!!!",Japan,Released,
1970,A Touch of Zen,4.12,7.6,"Action, Adventure, Fantasy",180,0,0,zh,"Union Film Company, International Film Company",tt0064451,44154,俠女,1.7093,220,1970-07-10,"Gu Sheng-zhai, an artist in his early 30s, still lives with his mother, but he is suddenly shaken by the arrival of Yang Hui-zhen, a mysterious princess on the run. Yang brings Gu into her circle of protectors, including a nameless monk whose spiritual guidance transforms him into a valiant fighter.","Hong Kong, Taiwan",Released,
1970,Cleopatra: Queen of Sex,3.2,5.6,"Animation, Comedy, Science Fiction",113,0,0,ja,"Mushi Production, Tezuka Productions",tt0065588,84488,クレオパトラ,1.697,45,1970-09-15,"Three people from the future, who travel spiritually to the era of the Egyptian queen Cleopatra VII Philopator and her Roman lovers Julius Caesar and Mark Antony, become their closest friends as they try to unravel the nature of the plan developed in their own time by a sinister enemy.",Japan,Released,
1970,Ripples,None,0.0,Drama,100,0,0,zh,Shaw Brothers,tt0926351,187052,一池春水,1.233,0,1970-01-08,A comic folk musical about two pairs of lovers and their romantic misadventures in a rural Hong Kong town.,Hong Kong,Released,
1970,Magic Feeding,None,0.0,,0,0,0,zh,,tt0292089,639865,Man tian xing dou,1.1787,0,1970-10-28,,,Released,
1970,The Chinese Boxer,3.6,6.174,Action,90,0,0,zh,Shaw Brothers,tt0065999,62762,龍虎鬪,1.1422,43,1970-11-27,"Lei Ming, a noble young martial arts student who doesn't know the meaning of giving up. He faces a treacherous, blood-thirsty Japanese karate expert, which leads to many memorable battles as well as several unforgettable training sequences.",Hong Kong,Released,See The Sweeping Hand of Death Strike Without Mercy!
1970,The Vampire Doll,3.37,6.836,"Horror, Mystery",71,0,0,ja,TOHO,tt0066600,115018,幽霊屋敷の恐怖 血を吸う人形,1.1238,61,1970-07-04,"A young man goes missing after visiting his girlfriend's isolated country home. His sister and her boyfriend trace him to the creepy mansion, but their search becomes perilous when they uncover a gruesome family history.",Japan,Released,"The curse of an undead beauty who has risen, weeping in her search for fresh blood..."
1970,Lady of Steel,3.32,6.0,"Action, Adventure",88,0,0,zh,Shaw Brothers,tt0065958,107899,荒江女俠,0.9727,13,1970-02-27,"A young swordswoman named Fang Ying-qi (Cheng Pei-Pei) sets out to join a gathering of the martial world’s leading warriors under the banner of Lord Xia (Fang Mien) and the Flying Dragon Clan. Their mission is to organize the defense of their country against invading Jin forces. Fang also intends to avenge the murder of her parents 20 years past by bandit leader Han Shi-xiong (Huang Chung-hsin). Han has since taken on a new, false identity as a reputable member of the Flying Dragon Clan while secretly working with the Jin to bring down the resistance. Han uses cunning and a network of criminal fighters in an attempt to assassinate Fang, and when that fails, to frame her as a traitor. Once his true identity and intentions are revealed, a determined Fang must rely on her deadly sword skills and assistance from a clever beggar clan leader (Yueh Hua) to stop Han and restore her reputation.",Hong Kong,Released,
1970,Tsugaru Yomeko: Nippon porno Monogatari,None,10.0,,0,0,0,ja,Kokuei Company,tt9024698,233607,津軽嫁子 にっぽんポルノ物語,0.9521,1,1970-12-01,Pinku from 1970.,Japan,Released,
1971,The Big Boss,3.37,7.068,Action,99,100000,0,zh,Orange Sky Golden Harvest,tt0067824,12481,唐山大兄,4.1823,812,1971-10-23,"Cheng is a young Chinese mainlander who moves in with his expatriate cousins to work at an ice factory in Thailand. He does this with a family promise never to get involved in any fights. However, when members of his family begin disappearing after meeting the management of the factory, the resulting mystery and pressures force him to break that vow and take on the villainy of the Big Boss.",Hong Kong,Released,Every limb of his body is a lethal weapon!!!
1971,"Sex Comedy, Quick on the Trigger",None,7.0,Comedy,83,0,0,ja,Toei Company,tt0255538,463354,セックス喜劇　鼻血ブー,3.408,1,1971-05-08,Comedy about a car salesman who invents a condom against premature ejaculation.,Japan,Released,
1971,Good-Bye,None,6.0,Drama,52,0,0,ja,,tt0443019,67295,Good-Bye,2.478,5,1971-01-01,"An aphasic young boy living in South Korea meets, on one of his regular paths, a “Koguryo Beauty” who shows him how to trace his heritage.",Japan,Released,
1971,Godzilla vs. Hedorah,3.5,6.8,"Science Fiction, Action, Horror",85,250000,2768400,ja,"TOHO, Toho Eizo Bijutsu, Tokyo Laboratory",tt0067148,39464,ゴジラ対ヘドラ,1.3771,238,1971-07-24,"An ever evolving alien life-form arrives on a comet from the Dark Gaseous Nebula and proceeds to consume pollution. Spewing mists of sulfuric acid and corrosive sludge, neither humanity nor Godzilla may be able to defeat this toxic menace.",Japan,Released,The Smog Monster Hedorah arrives in a shooting star!
1971,Sex Rider: Wet Highway,3.35,4.8,Thriller,68,0,0,ja,Nikkatsu Corporation,tt0287685,233651,セックス・ライダー　濡れたハイウェイ,1.0619,12,1971-12-29,"On the eve of her wedding and while cheating with another man, a woman gets involved into a dangerous new world of experiences.",Japan,Released,
1971,"Throw Away Your Books, Rally in the Streets",4.17,7.3,Drama,137,0,0,ja,"Jinriki Hikoki Sha, Art Theatre Guild",tt0228853,104549,書を捨てよ町へ出よう,1.0029,60,1971-04-24,"An experimental, psychedelic odyssey through Japanese subculture experienced via the eyes of a disillusioned young man, who must contend with intense familial dysfunction, psychosexual alienation, and existentialist malaise.",Japan,Released,
1971,The New One-Armed Swordsman,3.72,6.9,"Action, Drama, History, War",102,0,0,zh,Shaw Brothers,tt0069518,28039,新獨臂刀,0.9691,81,1971-02-07,"Lei Li lost his right-arm in a sword duel with the master of a martial arts school, long ago. Now, he is able to defend himself well with just his left arm, and kung fu techniques. That he proves with just the help of his friend Chung-Chieng, when he crosses his path with a beautiful girl in need, Pao Chiao. Even against impossible odds, he will prove a great warrior.",Hong Kong,Released,It slashes! It smashes! It rips you apart! It's the bloodiest weapon of the martial arts! Watch it outdo Kung-Fu!
1971,Gamera vs. Zigra,2.38,4.754,"Adventure, Science Fiction, Action, Family",87,0,0,ja,"Dainichi-Eihai, Daiei Film",tt0067123,70322,ガメラ対深海怪獣ジグラ,0.9258,65,1971-07-17,A moon base is destroyed by a spaceship from Zigra which is looking to take over the planet earth to use its oceans for its ocean-dwelling denizens. Gamera must once again come to the aid of the human race while all of Japan roots him on.,Japan,Released,Deep-Sea Monster Zigra!
1971,Sunset,2.8,0.0,Romance,94,0,0,zh,Shaw Brothers,tt0445838,187358,夕陽戀人,0.89,0,1971-11-19,"Teenage heart throbs Ching Li and Paul Chin Pei come across like Annette Funicello and Frankie Avalon in the musical Sunset, a musical romp that plays similar to one of Hollywood's famous ""Beach Party"" movies. A car load of girls meets a car load of boys and Ching and Paul ultimately fall in love. Yet the film takes an acrid twist and turns out to be more like a Shakespearian tragedy than a beach-babe party.",Hong Kong,Released,
1971,The Battle of Okinawa,3.56,7.5,"War, History",149,0,0,ja,TOHO,tt0067523,130853,激動の昭和史　沖縄決戦,0.8687,12,1971-08-14,"The Americans are swiftly closing on Okinawa, an island just south of the Japanese mainland. The Imperial command sends top generals and several army divisions to defend it at all costs. The mission quickly degenerates as vital resources and troops are diverted to other islands. After a civilian evacuation ends in tragedy most of non-combatants are forced to remain on the island. Many convert to soldier status. Tokyo sends mixed messages that squander time and resources, as when they order the defenders to build an airstrip for aircraft that never come. The truth soon becomes obvious: the high command decides that the island cannot be held and effectively abandons the Okinawan defenders. When the Americans land many troops are deployed in the wrong places. As the slaughter mounts, a suicidal attitude takes hold. Okinawa becomes a death trap, for civilian volunteers and non-combatants as well.",Japan,Released,The biggest and last fierce battle in history! 90 days of turbulence that burned green and life!
1972,Fist of Fury,3.65,7.221,"Drama, Action, Thriller",108,100000,100000000,zh,"Orange Sky Golden Harvest, Concord Productions",tt0068767,11713,精武門,4.7599,1043,1972-03-22,"During the Japanese occupation of Shanghai, Chen Zhen, the star pupil of a recently-deceased martial arts teacher battles a Japanese dojo which seeks the demise of his master's fighting school.",Hong Kong,Released,Bruce Lee has done the impossible... ...HE'S SURPASSED HIMSELF!!!
1972,Goodbye CP,3.97,7.2,Documentary,82,0,0,ja,Shisso Production,tt0234669,123094,さよならCP,3.2973,6,1972-03-01,"Kazuo Hara follows the lives and activities of Yokota Hiroshi and Yokozuka Koichi, members of an activist group made up of people with cerebral palsy.",Japan,Released,
1972,Young sex: Rankô shori,None,0.0,,72,0,0,ja,"Shintoho Pictures, Tokyo Koei Co., Ltd.",tt2301644,233968,ヤングＳＥＸ 乱行処理,3.0187,0,1972-01-01,Pinku from 1972.,Japan,Released,
1972,The Cannibals,3.62,6.8,Action,91,0,0,zh,,tt0079281,325822,黑吃黑,2.1321,2,1972-08-10,A man (Chang Yi) is looking for stolen money (gold coins) and seeking revenge for the death of his master.,Hong Kong,Released,
1972,Lone Wolf and Cub: Baby Cart at the River Styx,4.01,7.345,"Action, Drama, Adventure",81,0,0,ja,"Katsu Production, TOHO",tt0068816,17810,子連れ狼 三途の川の乳母車,1.5212,190,1972-04-22,Ogami Itto battles a group of female ninja in the employ of the Yagyu clan and must eliminate a traitor who plans to sell his clan's secrets to the Shogunate.,Japan,Released,
1972,Godzilla vs. Gigan,3.01,6.4,"Action, Adventure, Science Fiction",89,0,1780000,ja,"TOHO, Toho Eizo Bijutsu, Tokyo Laboratory",tt0068371,19336,地球攻撃命令 ゴジラ対ガイガン,1.5116,221,1972-03-12,"Manga artist Gengo Odaka lands a job with the World Children's Land amusement park only to become suspicious of the organization when a garbled message is discovered on tapes. As Gengo and his team investigate, Godzilla and Anguirus quickly decipher the message and begin their own plan of action.",Japan,Released,"Defeat the evil space monsters! You can protect the Earth, Godzilla!"
1972,Lone Wolf and Cub: Sword of Vengeance,3.8,7.359,"Drama, Action, Adventure",84,0,0,ja,"Katsu Production, TOHO",tt0068815,41471,子連れ狼 子を貸し腕貸しつかまつる,1.4636,245,1972-01-15,"Official Shogunate executioner Ogami Itto has been framed for disloyalty to the Shogunate by the Yagyu clan, against whom he now is waging a one-man war, along with his infant son, Daigoro.",Japan,Released,
1972,The Warlord,None,5.875,"Comedy, War",91,0,0,zh,Shaw Brothers,tt0069485,187901,大軍閥,1.438,8,1972-08-17,"No list of the screen's comic geniuses would be complete without Michael Hui Kwun-man. He created a hilarious and lovable comic persona that was both uniquely Asian but also universally beloved. This, his first film, not only showcased his incomparable sense of humor but revolutionized Hong Kong comedy. Evoking Chaplin, he plays a warlord in early 20th Century China, but makes the role his own with both laughs and some of the sexiest ladies on the Shaw Brothers lot.",Hong Kong,Released,
1972,Hapkido,3.6,6.7,"Action, Drama",97,0,0,zh,"Ga Luen, Orange Sky Golden Harvest",tt0068676,36682,合氣道,1.4222,49,1972-10-01,"Yu Ying, Kao and Fan return to China to start a martial arts school but are bullied by the Japanese competitor who runs the Black Bear school. The harassment leads to intense conflicts between them.",Hong Kong,Released,Here comes the unbreakable China doll who gives you the licking of your life!
1972,Lone Wolf and Cub: Baby Cart in Peril,3.76,7.252,"Action, Adventure, Thriller",81,0,0,ja,"TOHO, Katsu Production",tt0143348,41477,子連れ狼 親の心子の心,1.309,149,1972-12-30,"Ogami Itto is hired to kill a tattooed female assassin and battles Retsudo, head of the Yagyu clan, and his son Gunbei.",Japan,Released,
1973,Kamen Rider V3: The Movie,None,7.0,"Science Fiction, Action, Adventure",24,0,0,ja,"Toei Company, Ishimori Production",tt2076240,265526,劇場版 仮面ライダーV3,3.7981,1,1973-03-16,"During a battle against Destron's forces, Shiro Kazami helps a priest who has been attacked by the evil organization's kaijin Hasami-Jaguar. Little does he know that the church where the priest resides is a front for a Destron hideout. After finding out the organization's latest motive, Kamen Rider V3, along with the Double Riders, must stop Destron from detonating a nuclear bomb in Tokyo.",Japan,Released,
1973,Dangerous Trade in Kobe,None,6.5,"Drama, Crime",93,0,0,ja,Toei Company,tt0358775,537320,やくざ対Gメン 囮,3.4517,2,1973-06-07,Using a lesser mobster as bait a government agent infiltrates a narcotics-smuggling gang to try to capture the boss. But his survival has a price.,Japan,Released,
1973,Illicit Desire,None,5.0,"Romance, Drama",100,0,0,zh,Shaw Brothers,tt0070216,187419,風流韻事,2.3333,5,1973-08-04,"Tang Dynasty emperors, Ming Dynasty scholars, assorted fortunetellers, and several Buddhist monks figure in a trio of erotic and mystical Chinese legends.",Hong Kong,Released,
1973,The Kingdom,4.08,6.3,"Action, Thriller",87,0,0,ja,,tt0443300,104340,王国,2.3025,3,1973-05-18,"A popular poet, Goku, becomes depressed when his editor jokingly suggests that he is a sell-out.",Japan,Released,
1973,Belladonna of Sadness,3.72,7.352,"Animation, Drama, Fantasy",87,0,0,ja,"Nippon Herald Films, Mushi Production",tt0071203,64847,哀しみのベラドンナ,1.793,349,1973-06-30,"An evil feudal lord rapes a village girl on her wedding night and proceeds to ruin her and her husband's lives. After she's eventually banished from her village, the girl makes a pact with the devil to gain magical ability and take revenge.",Japan,Released,"A soul wandering in love… Belladonna, a flower that blooms with the sap of tears…"
1973,Sex and Fury,3.46,6.1,"Action, Crime",88,0,0,ja,Toei Company,tt0070085,20567,不良姐御伝　猪の鹿お蝶,1.7362,97,1973-02-17,"Sex & Fury chronicles Ocho's exploits as she searches for her father's killers, each identified by unique tattoos on their backs (a deer, a boar, and a butterfly). Along the way, she also crosses paths with Shonusuke, a radical set on murdering prominent politician Kurokawa and Christina, an American spy posing as a gambler.",Japan,Released,The Biography of the Woman Boss of Bad Girls...
1973,None But the Brave,3.29,5.6,"Action, Drama",118,0,0,zh,Orange Sky Golden Harvest,tt0066790,245592,铁娃,1.7306,5,1973-05-09,"Story is about how a revolutionist, played by Cheng Pei Pei, taking on the identity of a Captain's (Ou Wei) long lost sister who is actually dead. Cheng manages to fool the Captain for a while, but little by little, the Captain catches on to her and the revolutionist's plan to stop Chinese-Japanese relations.",Hong Kong,Released,
1973,The Angry Hero,None,0.0,,88,0,0,zh,Hwa Hsia Film Co.,tt0164344,416103,惡霸,1.6256,0,1973-01-01,Martian arts film from Taiwain directed by 	Kim Lung.,Taiwan,Released,
1973,Blood Brothers,3.11,6.3,"Action, Drama",123,0,0,zh,Shaw Brothers,tt0069881,64363,刺馬,1.568,36,1973-02-24,"Set in the waning years of the Ching Dyansty, this dramatic, tragic, romantic, blood-soaked martial arts tale of betrayal and revenge explores one of the most sensational scandals in Chinese history and marked the true ascension of its director and actors to superstar status. In fact, Ti Lung won Taiwan's Golden Horse Award for Outstanding Performance as the challenging role of a jealous provincial governor who kills his friend in order to steal the man's wife.",Hong Kong,Released,No one could stand in their way... and live!
1973,Sunset Sunrise,None,8.2,"Drama, Adventure",141,0,0,ja,Nikkatsu Corporation,tt0070750,646627,"Hi wa shizumi, hi wa noboru",1.4236,3,1973-04-29,"Directed by Koreyoshi Kurahara in 1971, Sunset Sunrise (Hi wa shizumi, hi wa noboru) is a “hippie” road movie chronicling the trek that a handful of people take in order to reach Katmandú, the capital of Nepal.",Japan,Released,
1974,Kamen Rider X: The Movie,None,6.0,"Action, Adventure, Science Fiction",24,0,0,ja,"Toei Company, Ishimori Production",tt2076241,574783,劇場版 仮面ライダーX,3.7182,1,1974-03-16,A little girl named Sayoko witnesses the murder of an Interpol agent by the G.O.D. kaijin Hercules. Keisuke Jin saves her before Hercules disposes of her. Sayoko tells Keisuke that G.O.D. is targeting an important official named Kibara. Kamen Rider X has his hands full when G.O.D abducts Kibara and takes Sayoko and her mother hostage.,Japan,Released,
